UTM_X	UTM_Y	GDP值
339780.285686	3470037.993258	409.756775
340786.928993	3469783.519020	375.911530
341793.554766	3469529.048658	190.105362
342800.163022	3469274.582147	270.680359
343806.753779	3469020.119466	352.458160
344813.327051	3468765.660590	164.159729
345819.882857	3468511.205497	433.177124
346826.421213	3468256.754164	937.754700
347832.942135	3468002.306567	897.150513
348839.445640	3467747.862683	850.824707
349845.931745	3467493.422489	1643.034546
350852.400466	3467238.985961	1516.322510
351858.851821	3466984.553078	1520.714478
352865.285825	3466730.123814	1528.926758
353871.702495	3466475.698147	1495.277832
354878.101848	3466221.276055	1641.547119
355884.483901	3465966.857513	1527.237305
356890.848670	3465712.442498	1512.022705
357897.196172	3465458.030988	1515.584229
358903.526423	3465203.622959	2771.278809
359909.839441	3464949.218387	2672.968750
360916.135241	3464694.817250	3340.853271
361922.413841	3464440.419525	204.044388
362928.675257	3464186.025187	1477.826782
363934.919506	3463931.634214	1605.581299
364941.146604	3463677.246583	187.462463
365947.356568	3463422.862270	1110.866089
366953.549414	3463168.481253	2406.012939
367959.725160	3462914.103507	1514.607788
368965.883822	3462659.729010	315.716003
369972.025416	3462405.357739	166.795563
370978.149959	3462150.989669	113.470787
371984.257468	3461896.624778	397.787323
372990.347959	3461642.263044	140.549805
373996.421449	3461387.904441	183.350754
375002.477955	3461133.548947	344.158386
376008.517493	3460879.196540	14.760102
378020.545732	3460370.500889	67.756401
322374.452666	3473497.935831	144.799622
323381.375412	3473243.389208	510.910614
324388.280331	3472988.846830	254.933426
325395.167437	3472734.308675	17.284924
326402.036747	3472479.774719	14.701986
327408.888279	3472225.244940	27.109310
328415.722049	3471970.719313	35.747879
329422.538073	3471716.197817	182.927643
330429.336369	3471461.680427	686.537720
331436.116953	3471207.167121	714.040527
332442.879841	3470952.657875	233.325836
333449.625050	3470698.152667	610.382446
334456.352598	3470443.651472	392.698730
335463.062500	3470189.154269	454.806549
336469.754774	3469934.661034	338.494202
337476.429435	3469680.171743	154.588821
338483.086501	3469425.686374	21.618361
339489.725988	3469171.204903	207.510147
340496.347914	3468916.727308	246.988708
341502.952294	3468662.253564	494.426605
342509.539145	3468407.783649	60.510448
343516.108484	3468153.317540	611.680908
344522.660328	3467898.855213	205.591690
345529.194692	3467644.396646	46.809090
346535.711595	3467389.941814	422.369720
347542.211053	3467135.490696	907.225037
348548.693081	3466881.043267	889.366699
349555.157698	3466626.599505	884.631531
350561.604919	3466372.159386	873.855042
351568.034761	3466117.722887	1521.888428
352574.447241	3465863.289985	1521.381958
353580.842375	3465608.860657	1515.297852
354587.220180	3465354.434879	1633.126465
355593.580673	3465100.012629	1362.203979
356599.923871	3464845.593883	1221.664551
357606.249789	3464591.178617	6781.757324
358612.558445	3464336.766809	7926.325195
359618.849856	3464082.358436	7021.352051
360625.124037	3463827.953473	5800.869141
361631.381006	3463573.551899	5097.057129
362637.620779	3463319.153690	534.641235
363643.843373	3463064.758821	2821.903320
364650.048805	3462810.367272	1003.520569
365656.237090	3462555.979017	1216.923218
366662.408246	3462301.594034	1269.614868
367668.562290	3462047.212300	1829.999634
368674.699238	3461792.833791	120.824074
369680.819106	3461538.458484	1449.038574
370686.921911	3461284.086355	996.468445
371693.007670	3461029.717383	983.871826
372699.076400	3460775.351542	2101.560547
373705.128117	3460520.988811	310.956329
374711.162837	3460266.629166	1247.787720
375717.180578	3460012.272583	410.857971
376723.181356	3459757.919039	362.056335
377729.165187	3459503.568511	67.638367
378735.132089	3459249.220976	310.488007
321077.351497	3472885.730896	45.026943
322084.270914	3472631.177080	41.832397
323091.172473	3472376.627509	93.804893
324098.056192	3472122.082161	19.945045
325104.922086	3471867.541011	338.375275
326111.770174	3471613.004038	80.918983
327118.600471	3471358.471217	186.801285
328125.412994	3471103.942526	19.159534
329132.207759	3470849.417941	29.646025
330138.984784	3470594.897440	825.229187
331145.744085	3470340.380998	706.947144
332152.485679	3470085.868594	14.287242
333159.209583	3469831.360204	17.550049
334165.915812	3469576.855804	591.786072
335172.604384	3469322.355372	444.360321
336179.275316	3469067.858885	438.566040
337185.928623	3468813.366319	162.812668
338192.564324	3468558.877650	197.628250
339199.182434	3468304.392857	210.034592
340205.782970	3468049.911915	17.442518
341212.365948	3467795.434802	17.558596
342218.931386	3467540.961495	26.830624
343225.479300	3467286.491969	585.644470
344232.009707	3467032.026203	480.186829
345238.522623	3466777.564173	285.759186
346245.018066	3466523.105855	278.446533
347251.496051	3466268.651227	855.569275
348257.956595	3466014.200265	1566.596680
349264.399715	3465759.752946	1511.655151
350270.825428	3465505.309247	1511.655151
351277.233750	3465250.869145	1518.047363
352283.624698	3464996.432616	1498.430786
353289.998288	3464741.999638	1497.576904
354296.354538	3464487.570187	1139.661743
355302.693464	3464233.144239	3902.031250
356309.015082	3463978.721773	3873.979248
357315.319409	3463724.302763	6664.727539
358321.606462	3463469.887189	10441.747070
359327.876258	3463215.475025	3307.478027
360334.128812	3462961.066249	3888.948975
361340.364143	3462706.660838	8773.922852
362346.582265	3462452.258768	2426.094727
363352.783197	3462197.860016	2473.364502
364358.966954	3461943.464559	1444.721069
365365.133553	3461689.072374	1124.329590
366371.283011	3461434.683437	1785.327026
367377.415345	3461180.297726	1255.757446
368383.530571	3460925.915216	550.349609
369389.628705	3460671.535885	109.674728
370395.709765	3460417.159710	1020.147522
371401.773767	3460162.786667	410.511932
372407.820727	3459908.416733	1068.265015
373413.850663	3459654.049885	1121.694458
374419.863590	3459399.686099	1059.783447
375425.859526	3459145.325352	431.033112
376431.838487	3458890.967622	27.603172
377437.800490	3458636.612884	14.872798
378443.745551	3458382.261115	480.276215
379449.673687	3458127.912293	35.236847
320787.207213	3472018.951151	352.405823
321794.105446	3471764.394423	19.398062
322800.985810	3471509.841916	17.913689
323807.848322	3471255.293609	16.604353
324814.692997	3471000.749477	415.563538
325821.519854	3470746.209497	436.962982
326828.328908	3470491.673646	32.472427
327835.120176	3470237.141902	15.967995
328841.893675	3469982.614241	24.817780
329848.649422	3469728.090640	73.170181
330855.387433	3469473.571075	56.511166
331862.107724	3469219.055524	7.476340
332868.810313	3468964.543963	14.452661
333875.495217	3468710.036370	508.515686
334882.162451	3468455.532721	514.432495
335888.812033	3468201.032992	647.024109
336895.443979	3467946.537162	339.929657
337902.058306	3467692.045206	93.407593
338908.655031	3467437.557102	217.364105
339915.234169	3467183.072826	13.648796
340921.795739	3466928.592355	9.416152
341928.339756	3466674.115667	293.880859
342934.866238	3466419.642737	602.946777
343941.375200	3466165.173542	212.578949
344947.866659	3465910.708061	638.736267
345954.340633	3465656.246268	859.631348
346960.797138	3465401.788141	896.267395
347967.236190	3465147.333658	903.176147
348973.657806	3464892.882794	1544.299683
349980.062003	3464638.435527	1512.312256
350986.448797	3464383.991833	1498.386963
351992.818206	3464129.551689	3900.349365
352999.170245	3463875.115072	2900.975098
354005.504931	3463620.681959	3137.303223
355011.822282	3463366.252327	7731.335449
356018.122313	3463111.826151	9619.700195
357024.405041	3462857.403410	9999.513672
358030.670483	3462602.984080	8886.683594
359036.918656	3462348.568137	5197.969727
360043.149576	3462094.155559	5104.147461
361049.363260	3461839.746323	8141.269531
362055.559724	3461585.340404	7075.793457
363061.738985	3461330.937780	366.116943
364067.901060	3461076.538428	1275.619629
365074.045965	3460822.142324	1259.701660
366080.173718	3460567.749445	1260.137939
367086.284334	3460313.359768	1760.554077
368092.377830	3460058.973269	1228.359131
369098.454223	3459804.589927	427.804993
370104.513529	3459550.209716	1080.570557
371110.555766	3459295.832614	89.304451
372116.580949	3459041.458598	223.532211
373122.589096	3458787.087644	956.508179
374128.580223	3458532.719730	172.789398
375134.554346	3458278.354831	447.914062
376140.511482	3458023.992925	2205.998047
377146.451649	3457769.633988	429.575989
378152.374862	3457515.277998	198.023895
379158.281137	3457260.924930	7.830965
320497.079230	3471152.147472	30.574753
321503.956272	3470897.587843	182.874863
322510.815433	3470643.032413	20.851780
323517.656730	3470388.481157	357.287201
324524.480178	3470133.934054	17.897614
325531.285796	3469879.391080	25.524616
326538.073600	3469624.852211	21.440975
327544.843605	3469370.317425	17.682629
328551.595830	3469115.786699	24.430542
329558.330290	3468861.260009	16.068819
330565.047003	3468606.737333	182.662094
331571.745985	3468352.218647	7.244385
332578.427252	3468097.703927	7.309764
333585.090822	3467843.193152	413.490845
334591.736710	3467588.686297	194.699814
335598.364935	3467334.183339	512.460144
336604.975511	3467079.684257	31.539820
337611.568457	3466825.189025	280.812744
338618.143789	3466570.697621	50.824135
339624.701522	3466316.210023	456.163666
340631.241675	3466061.726206	205.206757
341637.764264	3465807.246147	222.841934
342644.269304	3465552.769824	400.578705
343650.756814	3465298.297214	143.672501
344657.226809	3465043.828292	834.153809
345663.679307	3464789.363036	902.389465
346670.114324	3464534.901423	895.971741
347676.531876	3464280.443430	875.743347
348682.931980	3464025.989032	1517.765869
349689.314653	3463771.538208	1543.427979
350695.679912	3463517.090934	1206.036987
351702.027773	3463262.647187	7418.687500
352708.358253	3463008.206943	3121.926758
353714.671368	3462753.770180	2715.260010
354720.967136	3462499.336873	9571.794922
355727.245572	3462244.907001	4444.625977
356733.506693	3461990.480540	3940.782227
357739.750517	3461736.057466	5831.658691
358745.977059	3461481.637756	5067.303711
359752.186337	3461227.221387	5345.747559
360758.378366	3460972.808337	4890.006836
361764.553164	3460718.398581	8006.447754
362770.710748	3460463.992097	1088.570923
363776.851133	3460209.588860	4724.918945
364782.974336	3459955.188849	1280.858765
365789.080375	3459700.792040	1270.641357
366795.169266	3459446.398409	1098.019287
367801.241025	3459192.007933	2615.517334
368807.295668	3458937.620590	337.825043
369813.333214	3458683.236355	1070.241333
370819.353678	3458428.855206	46.437984
371825.357076	3458174.477120	39.863583
372831.343426	3457920.102072	245.233658
373837.312744	3457665.730041	515.491821
374843.265047	3457411.361002	413.243225
375849.200351	3457156.994932	1209.342285
376855.118673	3456902.631808	1733.581055
377861.020030	3456648.271607	110.156235
378866.904438	3456393.914306	1083.824219
379872.771914	3456139.559881	1788.394165
320206.967559	3470285.319842	6.464832
321213.823401	3470030.757324	14.862598
322220.661351	3469776.198980	298.485779
323227.481425	3469521.644789	361.377533
324234.283639	3469267.094726	15.096579
325241.068010	3469012.548769	22.966988
326247.834555	3468758.006894	15.651077
327254.583290	3468503.469078	52.730492
328261.314233	3468248.935298	245.434540
329268.027399	3467994.405532	39.634998
330274.722806	3467739.879755	12.119946
331281.400469	3467485.357945	11.943829
332288.060407	3467230.840078	72.678535
333294.702635	3466976.326132	226.415375
334301.327171	3466721.816083	372.911163
335307.934030	3466467.309908	104.925629
336314.523229	3466212.807585	667.604309
337321.094786	3465958.309089	31.072168
338327.648717	3465703.814397	20.913282
339334.185038	3465449.323487	58.411469
340340.703766	3465194.836336	261.243988
341347.204918	3464940.352920	651.314148
342353.688510	3464685.873215	561.043701
343360.154559	3464431.397200	788.659241
344366.603083	3464176.924850	907.516418
345373.034096	3463922.456142	934.618164
346379.447617	3463667.991054	896.715637
347385.843661	3463413.529562	882.042480
348392.222246	3463159.071643	1508.050415
349398.583388	3462904.617274	1512.984741
350404.927104	3462650.166431	1507.506836
351411.253409	3462395.719092	3953.763184
352417.562322	3462141.275233	3453.345459
353423.853858	3461886.834831	3270.227539
354430.128035	3461632.397863	4028.152832
355436.384869	3461377.964305	4857.104492
356442.624376	3461123.534135	9877.395508
357448.846573	3460869.107328	8315.581055
358455.051477	3460614.683863	6010.937500
359461.239104	3460360.263716	5432.141113
360467.409472	3460105.846863	5006.018555
361473.562596	3459851.433282	5697.885742
362479.698494	3459597.022948	7510.250000
363485.817181	3459342.615840	1235.088013
364491.918675	3459088.211933	1277.983154
365498.002993	3458833.811205	1278.373901
366504.070150	3458579.413632	1255.948608
367510.120164	3458325.019190	1255.478271
368516.153051	3458070.627858	1813.541748
369522.168827	3457816.239611	268.972443
370528.167510	3457561.854427	38.788319
371534.149116	3457307.472281	37.098705
372540.113662	3457053.093152	58.255337
373546.061164	3456798.717014	519.649109
374551.991639	3456544.343847	278.028564
375557.905103	3456289.973625	67.669456
376563.801573	3456035.606326	232.515106
377569.681066	3455781.241926	2202.869873
378575.543598	3455526.880403	168.152863
379581.389186	3455272.521733	1218.551147
380587.217847	3455018.165892	1094.342773
321930.523574	3468909.341603	19.422747
322937.322416	3468654.784487	438.160309
323944.103388	3468400.231476	22.111938
324950.866505	3468145.682547	27.353498
325957.611783	3467891.137677	196.317719
326964.339240	3467636.596843	54.977100
327971.048893	3467382.060021	220.181519
328977.740757	3467127.527190	516.091187
329984.414850	3466872.998324	20.350208
330991.071188	3466618.473402	11.986952
331997.709788	3466363.952400	157.631424
333004.330667	3466109.435294	26.505796
334010.933841	3465854.922063	220.059448
335017.519327	3465600.412682	27.936029
336024.087142	3465345.907129	256.147705
337030.637302	3465091.405380	414.926178
338037.169824	3464836.907413	25.200504
339043.684724	3464582.413203	330.134247
340050.182020	3464327.922729	360.526917
341056.661727	3464073.435966	156.818726
342063.123864	3463818.952892	399.454895
343069.568445	3463564.473483	783.064758
344075.995488	3463309.997717	772.650757
345082.405010	3463055.525569	895.982666
346088.797027	3462801.057018	896.959412
347095.171556	3462546.592039	1505.461182
348101.528614	3462292.130610	1483.563599
349107.868216	3462037.672707	1519.827759
350114.190381	3461783.218307	1507.506836
351120.495124	3461528.767388	1532.534424
352126.782461	3461274.319925	7967.780273
353133.052411	3461019.875896	7561.394531
354139.304989	3460765.435277	13441.844727
355145.540212	3460510.998045	5145.156738
356151.758097	3460256.564178	11999.762695
357157.958660	3460002.133651	5967.436523
358164.141918	3459747.706442	5292.104492
359170.307888	3459493.282527	6233.723633
360176.456585	3459238.861884	5901.991699
361182.588028	3458984.444488	1342.928833
362188.702232	3458730.030318	7882.408691
363194.799214	3458475.619349	1291.159912
364200.878991	3458221.211558	4387.000488
365206.941579	3457966.806922	1260.243774
366212.986996	3457712.405419	7372.843262
367219.015257	3457458.007023	973.488770
368225.026379	3457203.611714	1072.640747
369231.020379	3456949.219466	447.091949
370236.997274	3456694.830258	296.191620
371242.957079	3456440.444065	46.112270
372248.899813	3456186.060865	1442.489502
373254.825491	3455931.680634	1605.434204
374260.734129	3455677.303349	94.603485
375266.625746	3455422.928986	79.625664
376272.500356	3455168.557524	98.486908
377278.357978	3454914.188937	1730.238037
378284.198627	3454659.823203	208.582352
379290.022320	3454405.460300	78.788864
380295.829073	3454151.100202	576.800659
381301.618904	3453896.742888	1372.377563
322647.179713	3467787.900233	16.861584
323653.939434	3467533.344286	147.974304
324660.681289	3467278.792397	518.129333
325667.405293	3467024.244544	324.438843
326674.111465	3466769.700703	165.917175
327680.799819	3466515.160851	289.910461
328687.470374	3466260.624965	388.042755
329694.123145	3466006.093023	556.873657
330700.758150	3465751.565000	126.983498
331707.375405	3465497.040874	241.059341
332713.974926	3465242.520621	371.621246
333720.556731	3464988.004219	122.599319
334727.120837	3464733.491644	27.855665
335733.667258	3464478.982873	224.698196
336740.196014	3464224.477883	639.361694
337746.707119	3463969.976651	687.716736
338753.200591	3463715.479153	325.306915
339759.676447	3463460.985367	428.631592
340766.134702	3463206.495270	521.276550
341772.575374	3462952.008837	782.613281
342778.998480	3462697.526047	766.868286
343785.404036	3462443.046875	782.669983
344791.792058	3462188.571299	1336.062378
345798.162564	3461934.099296	1465.049683
346804.515569	3461679.630842	1200.211548
347810.851092	3461425.165914	1209.504883
348817.169147	3461170.704489	1518.884644
349823.469753	3460916.246544	1567.857910
350829.752925	3460661.792056	8920.418945
351836.018680	3460407.341001	5551.010742
352842.267035	3460152.893356	11098.821289
353848.498007	3459898.449099	11078.436523
354854.711612	3459644.008205	5318.301758
355860.907867	3459389.570652	15673.232422
356867.086788	3459135.136416	6857.145020
357873.248392	3458880.705475	6233.723633
358879.392696	3458626.277804	6471.652344
359885.519716	3458371.853382	1375.658813
360891.629469	3458117.432184	6875.884277
361897.721972	3457863.014188	7886.676270
362903.797241	3457608.599370	1290.727173
363909.855293	3457354.187706	1278.179321
364915.896145	3457099.779175	1244.201660
365921.919812	3456845.373752	1352.231934
366927.926313	3456590.971415	2119.675049
367933.915662	3456336.572140	36.591751
368939.887878	3456082.175903	169.808258
369945.842977	3455827.782682	978.305847
370951.780974	3455573.392454	905.876343
371957.701888	3455319.005195	46.514404
372963.605734	3455064.620881	78.620399
373969.492529	3454810.239491	2151.429443
374975.362290	3454555.861000	173.728683
375981.215033	3454301.485385	89.593544
376987.050775	3454047.112622	410.564941
377992.869533	3453792.742690	2097.667480
378998.671323	3453538.375564	224.684647
380004.456162	3453284.011221	78.802917
381010.224066	3453029.649639	1344.874512
382015.975053	3452775.290792	933.599609
322357.053325	3466920.992010	18.866098
323363.791788	3466666.433138	28.430920
324370.512372	3466411.878301	459.087830
325377.215095	3466157.327476	801.367126
326383.899972	3465902.780640	686.292175
327390.567021	3465648.237770	565.035950
328397.216258	3465393.698842	19.465912
329403.847700	3465139.163834	432.203461
330410.461364	3464884.632722	371.124390
331417.057265	3464630.105483	32.269421
332423.635422	3464375.582095	229.660110
333430.195850	3464121.062533	28.486925
334436.738567	3463866.546775	134.055389
335443.263588	3463612.034798	420.819336
336449.770931	3463357.526579	645.769165
337456.260612	3463103.022093	780.913757
338462.732648	3462848.521320	782.151611
339469.187055	3462594.024234	131.799911
340475.623851	3462339.530813	409.209595
341482.043051	3462085.041034	775.375488
342488.444673	3461830.554873	802.872314
343494.828734	3461576.072308	762.657715
344501.195249	3461321.593316	1363.394287
345507.544235	3461067.117872	1667.073242
346513.875710	3460812.645954	2797.675049
347520.189689	3460558.177539	7104.687988
348526.486190	3460303.712604	5132.813477
349532.765229	3460049.251125	1575.141602
350539.026822	3459794.793080	9522.702148
351545.270987	3459540.338444	13728.950195
352551.497740	3459285.887196	17467.460938
353557.707098	3459031.439311	12606.152344
354563.899077	3458776.994766	11764.717773
355570.073694	3458522.553539	13031.987305
356576.230965	3458268.115606	11360.242188
357582.370908	3458013.680944	3458.133789
358588.493538	3457759.249530	1838.297485
359594.598873	3457504.821340	4731.170898
360600.686929	3457250.396351	4141.292969
361606.757723	3456995.974541	1284.268799
362612.811271	3456741.555885	1292.079102
363618.847590	3456487.140361	1468.808228
364624.866697	3456232.727946	1046.995361
365630.868608	3455978.318616	1361.800171
366636.853340	3455723.912347	1262.970093
367642.820910	3455469.509118	101.625061
368648.771334	3455215.108904	417.590790
369654.704628	3454960.711683	473.870575
370660.620810	3454706.317430	1065.068726
371666.519896	3454451.926124	42.110870
372672.401903	3454197.537740	272.039185
373678.266847	3453943.152255	524.850586
374684.114744	3453688.769647	1136.046631
375689.945612	3453434.389891	1523.218872
376695.759468	3453180.012965	1198.277588
377701.556327	3452925.638846	2321.100098
378707.336206	3452671.267509	232.960297
379713.099122	3452416.898933	76.443764
380718.845092	3452162.533093	61.939888
381724.574132	3451908.169967	109.597244
382730.286259	3451653.809530	137.379196
322066.943260	3466054.059802	26.563196
323073.660457	3465799.498017	23.445259
324080.359764	3465544.940243	138.077286
325087.041196	3465290.386458	172.332535
326093.704772	3465035.836638	686.873413
327100.350508	3464781.290760	18.939680
328106.978419	3464526.748802	12.206578
329113.588524	3464272.210740	23.931286
330120.180839	3464017.676550	87.781334
331126.755379	3463763.146211	219.923553
332133.312163	3463508.619698	55.023144
333139.851207	3463254.096989	18.629347
334146.372527	3462999.578060	41.675350
335152.876140	3462745.062888	21.934847
336159.362062	3462490.551450	25.121370
337165.830311	3462236.043724	766.851562
338172.280903	3461981.539685	659.583069
339178.713855	3461727.039311	588.803345
340185.129183	3461472.542578	634.882751
341191.526904	3461218.049464	756.106262
342197.907034	3460963.559945	774.485718
343204.269591	3460709.073998	783.785461
344210.614591	3460454.591601	1356.095703
345216.942051	3460200.112728	1322.604004
346223.251987	3459945.637359	2833.563965
347229.544415	3459691.165468	7911.693848
348235.819353	3459436.697034	4230.311035
349242.076818	3459182.232033	6362.715332
350248.316825	3458927.770442	9461.081055
351254.539392	3458673.312238	6382.249512
352260.744535	3458418.857397	13143.983398
353266.932271	3458164.405896	8734.616211
354273.102616	3457909.957713	7724.743164
355279.255587	3457655.512823	2995.735107
356285.391201	3457401.071204	2376.400391
357291.509474	3457146.632833	2110.833496
358297.610424	3456892.197686	5108.010742
359303.694066	3456637.765741	1925.297363
360309.760417	3456383.336973	1293.419312
361315.809494	3456128.911360	1295.439819
362321.841313	3455874.488878	1291.328857
363327.855892	3455620.069505	1810.064453
364333.853247	3455365.653217	338.636322
365339.833394	3455111.239991	1080.040039
366345.796350	3454856.829804	1236.352783
367351.742131	3454602.422632	217.232086
368357.670755	3454348.018452	1115.149292
369363.582238	3454093.617242	237.269257
370369.476596	3453839.218977	1088.980957
371375.353847	3453584.823634	1477.806152
372381.214006	3453330.431191	180.383560
373387.057091	3453076.041625	80.376503
374392.883118	3452821.654910	3343.187500
375398.692103	3452567.271026	2055.637451
376404.484064	3452312.889948	2390.506592
377410.259016	3452058.511653	123.985550
378416.016977	3451804.136118	1073.726685
379421.757963	3451549.763319	130.308990
380427.481991	3451295.393234	485.956970
381433.189077	3451041.025839	103.524254
382438.879237	3450786.661111	217.702591
383444.552490	3450532.299026	134.079712
321776.849528	3465187.103590	131.873672
323790.223472	3464677.978204	717.805176
324796.883607	3464423.421470	667.286560
325803.525874	3464168.868679	621.927124
326810.150288	3463914.319805	19.802206
327816.756866	3463659.774828	17.067406
328823.345626	3463405.233723	179.607224
329829.916584	3463150.696468	261.395325
330836.469756	3462896.163039	48.231358
331843.005159	3462641.633414	66.281219
332849.522810	3462387.107568	65.686325
333856.022726	3462132.585480	204.117004
334862.504923	3461878.067125	124.641518
335868.969417	3461623.552481	195.853531
336875.416226	3461369.041525	492.537354
337881.845367	3461114.534233	372.443634
338888.256855	3460860.030582	160.472839
339894.650707	3460605.530549	361.916016
340901.026941	3460351.034112	731.865662
341907.385572	3460096.541246	762.473389
342913.726618	3459842.051929	749.741394
343920.050095	3459587.566137	769.862854
344926.356020	3459333.083848	1335.706177
345932.644409	3459078.605037	1329.273926
346938.915279	3458824.129683	1314.801270
347945.168647	3458569.657762	6212.408203
348951.404529	3458315.189250	5868.106934
349957.622943	3458060.724125	10166.711914
350963.823903	3457806.262363	7401.170898
351970.007429	3457551.803942	6617.592773
352976.173535	3457297.348837	8103.664062
353982.322238	3457042.897026	7687.956543
354988.453556	3456788.448486	7773.770020
355994.567505	3456534.003193	5585.549805
357000.664101	3456279.561124	9350.346680
358006.743362	3456025.122256	5037.113281
359012.805303	3455770.686566	1726.654419
360018.849941	3455516.254031	1293.419312
361024.877294	3455261.824627	1293.177612
362030.887377	3455007.398332	1288.429199
363036.880208	3454752.975121	1257.221924
364042.855802	3454498.554972	1078.674316
365048.814177	3454244.137862	1797.332642
366054.755349	3453989.723767	1284.714844
367060.679335	3453735.312664	1267.105347
368066.586151	3453480.904530	96.338089
369072.475815	3453226.499342	67.930603
370078.348342	3452972.097076	275.838806
371084.203749	3452717.697710	1274.741577
372090.042054	3452463.301219	475.439758
373095.863272	3452208.907582	243.867828
374101.667420	3451954.516774	1211.374512
375107.454514	3451700.128772	2056.987305
376113.224573	3451445.743553	2134.115967
377118.977611	3451191.361094	554.276550
378124.713646	3450936.981372	510.598450
379130.432694	3450682.604363	1214.573120
380136.134771	3450428.230044	299.900635
381141.819896	3450173.858392	150.841980
382147.488083	3449919.489383	93.585411
383153.139350	3449665.122995	424.112244
324506.742337	3463556.432498	799.071899
325513.363286	3463301.876745	803.602295
326519.966371	3463047.324888	374.678558
327526.551609	3462792.776903	1196.504395
328533.119016	3462538.232768	279.673431
329539.668609	3462283.692458	235.548935
330546.200404	3462029.155952	48.231358
331552.714419	3461774.623225	576.876099
332559.210670	3461520.094255	644.033813
333565.689173	3461265.569018	491.171265
334572.149946	3461011.047492	295.904602
335578.593005	3460756.529653	569.953430
336585.018366	3460502.015478	725.093079
337591.426047	3460247.504945	433.179077
338597.816064	3459992.998029	395.451721
339604.188433	3459738.494708	753.877991
340610.543172	3459483.994958	772.745117
341616.880296	3459229.498757	765.050049
342623.199823	3458975.006081	752.903625
343629.501769	3458720.516907	775.789917
344635.786152	3458466.031213	1342.206421
345642.052986	3458211.548973	1314.801270
346648.302290	3457957.070167	1226.409180
347654.534080	3457702.594770	11175.523438
348660.748372	3457448.122759	9874.526367
349666.945184	3457193.654112	6007.962891
350673.124531	3456939.188804	9093.182617
351679.286431	3456684.726814	8657.143555
352685.430899	3456430.268116	16019.567383
353691.557954	3456175.812690	14892.516602
354697.667610	3455921.360510	6901.607422
355703.759886	3455666.911554	5118.825684
356709.834798	3455412.465800	3258.177002
357715.892361	3455158.023223	5037.113281
358721.932594	3454903.583800	3753.501465
359727.955512	3454649.147509	1286.875732
360733.961132	3454394.714326	1288.565308
361739.949471	3454140.284227	1255.745850
362745.920546	3453885.857191	1265.384399
363751.874372	3453631.433193	1250.779663
364757.810968	3453377.012210	1285.568604
365763.730348	3453122.594219	1274.870239
366769.632531	3452868.179197	1150.522217
367775.517532	3452613.767120	4917.002930
368781.385368	3452359.357966	95.205956
369787.236056	3452104.951711	979.744385
370793.069613	3451850.548332	1461.958618
371798.886054	3451596.147806	1156.740601
372804.685398	3451341.750109	2161.095459
373810.467659	3451087.355219	1312.771118
374816.232856	3450832.963111	1327.669189
375821.981004	3450578.573764	440.395081
376827.712120	3450324.187152	136.923340
377833.426221	3450069.803254	50.756836
378839.123323	3449815.422046	304.591644
379844.803443	3449561.043505	246.098724
380850.466598	3449306.667608	146.244827
381856.112804	3449052.294331	366.703888
382861.742078	3448797.923650	678.106567
383867.354436	3448543.555544	317.858826
384872.949895	3448289.189988	148.554153
325223.217018	3462434.860820	730.250366
326229.798766	3462180.305991	274.243561
327236.362655	3461925.755010	23.853767
328242.908701	3461671.207855	28.665361
329249.436922	3461416.664503	676.942322
330255.947333	3461162.124930	462.169556
331262.439952	3460907.589114	32.535469
332268.914795	3460653.057031	209.262222
333275.371878	3460398.528658	370.717682
334281.811219	3460144.003972	536.757263
335288.232835	3459889.482950	93.919792
336294.636740	3459634.965568	66.585373
337301.022954	3459380.451804	401.185577
338307.391491	3459125.941635	266.314423
339313.742370	3458871.435037	692.778198
340320.075605	3458616.931987	781.398010
341326.391215	3458362.432462	850.415527
342332.689215	3458107.936439	735.380859
343338.969623	3457853.443895	1333.415527
344345.232455	3457598.954806	1338.105835
345351.477728	3457344.469150	1314.801270
346357.705457	3457089.986902	1324.328491
347363.915661	3456835.508041	7485.602539
348370.108356	3456581.032543	9573.636719
349376.283558	3456326.560385	6549.091309
350382.441283	3456072.091543	8596.867188
351388.581550	3455817.625995	13294.264648
352394.704373	3455563.163717	17468.562500
353400.809771	3455308.704686	14623.669922
354406.897758	3455054.248878	7747.334961
355412.968353	3454799.796272	4897.479980
356419.021572	3454545.346843	6361.340332
357425.057431	3454290.900568	303.058319
358431.075948	3454036.457425	2764.049316
359437.077138	3453782.017389	1293.661133
360443.061018	3453527.580438	1291.461426
361449.027605	3453273.146549	1256.215332
362454.976916	3453018.715698	1260.682739
363460.908967	3452764.287862	1254.678101
364466.823775	3452509.863018	1570.656128
365472.721356	3452255.441143	1271.338257
366478.601727	3452001.022213	369.255920
367484.464905	3451746.606206	1645.663574
368490.310907	3451492.193097	1207.087646
369496.139748	3451237.782865	335.634247
370501.951446	3450983.375485	1656.759766
371507.746017	3450728.970934	1806.240356
372513.523478	3450474.569190	345.695831
373519.283846	3450220.170229	66.137802
374525.027136	3449965.774027	298.621735
375530.753366	3449711.380562	1429.721436
376536.462553	3449456.989810	258.565399
377542.154712	3449202.601748	54.428905
378547.829861	3448948.216353	1543.587280
379553.488016	3448693.833601	1660.825928
380559.129193	3448439.453470	149.053970
381564.753410	3448185.075936	139.378021
382570.360683	3447930.700975	603.218994
383575.951028	3447676.328565	132.722534
