地址	城市	lat_transformed	lon_transformed	Price
杭州市淳安区千岛湖嘉苑	杭州市	3276643.150721453	414216.2199786126	14000.0
杭州市淳安区玲珑湾	杭州市	3277502.6629881086	406706.8960830532	11661.0
杭州市淳安区碧桂园招商珺悦家园	杭州市	3279368.8629645687	408790.9661211466	13661.0
杭州市淳安区蓝城颐景玉兰	杭州市	3275056.612850336	411901.6157874097	9515.0
杭州市淳安区玉兰花园	杭州市	3296097.235059548	467849.33462720446	12767.0
杭州市淳安区金基观岛	杭州市	3277407.0890980344	415916.8162982324	12543.0
杭州市淳安区康盛花园	杭州市	3276554.811741399	418274.7205766022	7359.0
杭州市淳安区滨江东方海岸(淳安)	杭州市	3276795.110135571	414827.77187056583	17731.0
杭州市淳安区绿城千岛湖度假公寓	杭州市	3277073.0039448775	406353.7507123536	17346.0
杭州市淳安区景湖花园	杭州市	3275249.216678207	408406.38842186064	9745.0
杭州市淳安区景湖花园	杭州市	3275249.216678207	408406.38842186064	9745.0
杭州市淳安区碧桂园泷悦	杭州市	3277502.6629881086	406706.8960830532	19371.0
杭州市淳安区明珠花园	杭州市	3277019.7492392217	408192.33563703985	13691.0
杭州市淳安区绿城千岛明月	杭州市	3276986.6659755283	411244.71162871947	13032.0
杭州市淳安区望湖山庄	杭州市	3277502.6629881086	406706.8960830532	12637.0
杭州市淳安区佰澜公寓	杭州市	3277232.4283869793	417713.4740705581	7355.0
杭州市淳安区柳岸晓风新都	杭州市	3275540.6125125326	413512.1614460553	20700.0
杭州市淳安区银泰城泰悦府	杭州市	3277502.6629881086	406706.8960830532	16284.0
杭州市淳安区滨江半岛印象一期	杭州市	3342737.3243783102	518117.3816366216	9896.0
杭州市临平区区塘栖嘉园	杭州市	3373707.308544478	518039.89051657007	13556.0
杭州市临平区区景丽华庭	杭州市	3370975.372243376	522080.6360331815	14556.0
杭州市临平区区栖水珑庭	杭州市	3373123.704102816	518414.68567669316	18728.0
杭州市临平区区乐苑小区	杭州市	3372975.6322064092	517926.18703251024	14225.0
杭州市临平区区水乡华庭	杭州市	3372749.6244699103	517316.99806360994	16393.0
杭州市临平区区天府家园	杭州市	3373158.068945674	518570.79168844904	16684.0
杭州市临平区区运动新村	杭州市	3373158.1254538842	516920.7993066692	15246.0
杭州市临平区区阳光100嘉园	杭州市	3372976.912267271	517309.588156325	16051.0
杭州市临平区区九龙仓君廷	杭州市	3370975.302998219	521233.54299948714	20486.0
杭州市临平区区贝利栖溪望府	杭州市	3373341.11782749	518807.10600686073	18538.0
杭州市临平区区万盛商贸城公寓	杭州市	3371883.1065906333	523970.61595857795	10180.0
杭州市临平区区宝丽金庭	杭州市	3373028.1026902897	518892.8730485875	19815.0
杭州市临平区区东石塘	杭州市	3373674.9282710347	517671.6436871199	13334.0
杭州市临平区区春满小筑	杭州市	3372902.1774917855	518918.22833427193	15507.0
杭州市临平区区佳丽苑	杭州市	3373238.2686853195	518405.23964262387	14482.0
杭州市临平区区人民路1号	杭州市	3373320.3702135533	518337.1205544521	13312.0
杭州市临平区区清流居	杭州市	3366882.214949036	528315.5915099778	17477.0
杭州市临平区区木鸭埭	杭州市	3366882.214949036	528315.5915099778	12685.0
杭州市临平区区康宁和府	杭州市	3371303.196854875	521401.72000196844	14286.0
杭州市临平区区西苑小区	杭州市	3372615.745016825	517348.0388367666	15338.0
杭州市临平区区广宇公寓	杭州市	3366882.214949036	528315.5915099778	14747.0
杭州市临平区区水乡名苑	杭州市	3372732.673664247	518502.1307197663	16353.0
杭州市临平区区东小河公寓	杭州市	3373554.9514532513	517806.8489902338	14089.0
杭州市临平区区观棠明月	杭州市	3372472.4493429433	518166.92712542653	31326.0
杭州市临平区区水乡人家	杭州市	3366882.214949036	528315.5915099778	13985.0
杭州市临平区区塘栖栖里东苑	杭州市	3372827.6393525056	517735.3915761724	15735.0
杭州市临平区区广济公寓	杭州市	3373140.8571929648	517316.6337221129	13987.0
杭州市临平区区水岸名筑	杭州市	3373193.649660684	518977.3861642969	16243.0
杭州市临平区区仓桥路	杭州市	3373202.592055143	517377.3918695723	14583.0
杭州市临平区区塘南茗苑	杭州市	3374447.2331781914	522844.9565908765	13249.0
杭州市临平区区新苑小区	杭州市	3372952.752157786	517550.2850706432	15657.0
杭州市临平区区香雪园	杭州市	3373596.3971096305	517624.4017484238	12538.0
杭州市临平区区龙栖湾大厦	杭州市	3372758.865286584	518205.03967101965	18787.0
杭州市临平区区随塘	杭州市	3372348.172582246	517101.26122019073	29048.0
杭州市临平区区塘栖一小区	杭州市	3373217.8623484643	518126.0512742922	14523.0
杭州市临平区区雍澜府	杭州市	3371746.5284302863	517328.0141860355	19887.0
杭州市临平区区贝利栖溪公馆	杭州市	3372451.8207822475	517859.3929635118	20215.0
杭州市临平区区伟业熙境府	杭州市	3372722.5966267716	519775.38238177216	20628.0
杭州市临平区区广济西路	杭州市	3366882.214949036	528315.5915099778	15319.0
