lon	lat	Level1	Level2
3418511.46069833	324819.4784925564	0	0
3418907.2275088243	323727.70765905816	0	0
3418185.7574821436	325678.34927610593	4	10
3418906.217762427	324078.1241651596	0	0
3419178.7112401254	324203.5902058369	0	0
3418850.4853081764	324821.256885761	0	0
3418913.8555002753	324450.53609809955	0	0
3419363.9996746057	323718.45330338884	0	0
3419211.353512933	324442.27132618416	0	0
3419367.0084829032	323935.81989561336	2	3
3419376.298915803	324135.8645517933	2	3
3419337.213158926	324475.52059986163	2	3
3419162.234870587	324833.7676348141	0	0
3419813.23137451	321148.76375282975	2	3
3419744.57164508	321386.9694030067	2	3
3419371.4521796573	321790.0255804939	2	3
3419745.307740888	321607.8361490582	2	3
3419768.0076467507	322503.8312465843	2	3
3419632.28197665	320955.4005818967	2	3
3419365.3045055233	324779.16444333154	2	3
3419696.9726760513	323673.3452105307	0	0
3417969.730816675	328781.7311929596	4	10
3417242.0315047293	327495.0410183404	4	10
3416022.8969914177	327464.2233787403	4	10
3414623.1835292988	328995.28078120435	2	3
3419694.8665646226	323806.0159182352	1	2
3418149.461897796	329068.9118641074	4	10
3418615.6345946286	325406.9254478197	2	3
3418222.9202606855	328926.1532788486	4	10
3419676.4727723463	324116.17676500493	0	0
3418250.744271166	329119.3670093729	4	10
3418340.0488408213	328816.29001207475	4	10
3418282.35426296	329227.5291881761	4	10
3419595.989576736	324468.5719506611	0	0
3420017.1079868586	322735.04371061875	4	7
3418382.031537129	328934.0008634562	4	10
3420024.9060803214	323802.5197888435	0	0
3418415.423749847	329157.3231491992	4	10
3419624.732679044	324833.1693371571	0	0
3418529.401586234	328969.83565850445	4	10
3420019.149967831	324192.21236736997	1	2
3420013.695248899	324498.2029108791	0	0
3418564.4426043425	326254.25535655726	0	0
3417941.436904719	326705.4972524889	4	7
3420355.267358346	323716.2791326589	0	0
3420009.5431866874	324737.7111727267	0	0
3419519.585785663	326116.60126581293	2	3
3420346.064380933	323920.4007330041	4	7
3420007.4725171295	324956.54878754483	0	0
3419500.439060206	326378.3195710966	2	3
3420342.765582856	324209.4249508825	0	0
3420407.7862017294	324059.36319403653	0	0
3420341.6647455837	324503.5831776132	0	0
3419838.7844910314	326410.76285813184	2	3
3420335.70854646	324842.6132405388	0	0
3420687.7822904536	323943.7621401181	4	6
3418900.692646026	328195.9507999782	0	0
3417849.200096702	326945.97430648183	4	10
3419678.088242272	327120.8032442007	2	3
3418230.7717179162	333136.23727023456	4	10
3417743.057927214	331587.60588144395	4	10
3416452.4104420766	330071.18829543865	4	10
3417990.5281651015	329260.1128153394	4	10
3417924.6030001887	334688.5006682194	3	5
3414961.2489477885	331168.06534308667	2	3
3414621.447815869	330272.47041661607	4	7
3417867.0475135692	334861.74281475565	4	10
3420160.312966313	327245.8535918648	2	3
3421312.399094699	323996.094071499	2	3
3420163.7808406116	328857.5653496582	4	10
3419827.7471593027	329299.4404761171	2	3
3419147.8964608344	330829.5737884425	2	3
3419067.8559497856	329523.01422591606	2	3
3420458.36063889	327245.78284052137	2	3
3419287.35579114	331787.9200720038	0	0
3419884.367083005	329826.5704608555	2	3
3418789.737228412	333113.2695203185	2	3
3420366.5840044054	329805.5920861549	2	3
3418457.756392122	334999.4042131426	2	3
3421124.642321023	329957.5468867929	4	10
3420801.7145366212	329800.6472098704	2	3
3420373.3317492045	329336.3971522368	2	3
3420981.471827304	323669.9306372313	0	0
3419899.680417866	323212.34442253393	0	0
3420081.3612179924	323086.0098540895	0	0
3420360.3209730824	323228.5737089294	0	0
3420543.0503207953	323270.25423041376	0	0
3420638.8291245056	323312.14610702253	0	0
3421877.5952581335	324163.90887714596	2	3
3421666.608195633	324170.96657648805	4	10
3420331.4292248534	326203.8230628958	2	3
3420574.632726164	325174.95277344325	2	3
3420866.894230315	327154.5344372515	0	0
3419987.670920146	328428.77395695815	2	3
3420093.6377620823	321248.37901895377	4	10
3420107.965393392	320959.1778770694	4	10
3419974.7876660377	322277.9156624144	4	10
3420312.6224804055	331805.1446596937	2	3
3419554.6969696884	334381.28478646453	2	3
3419272.4699020633	334552.7672445124	2	3
3420626.362258813	330527.7121424987	2	3
3420301.3597935927	329029.51448973414	2	3
3419082.843457825	335015.0586695766	4	10
3411151.433715739	329097.9321320475	4	10
3411530.5796990185	331490.40084432904	4	10
