lon	lat	Level1	Level2
4385432.706036253	417019.69753837836	4	10
4383223.058924376	418870.23187077435	4	10
4381505.113837241	418339.286324866	3	5
4385474.243727741	417088.7459836724	4	10
4378170.775185496	444218.77436817216	4	10
4386738.5253005205	412331.8249206847	4	10
4385444.380751725	417138.1731296408	4	10
4387226.9890948245	407783.83075499546	4	10
4386886.288189101	409422.55464339774	4	10
4386678.31864668	410532.2142897985	4	6
4386556.042834394	408934.76402978186	4	10
4378353.356702935	442963.7741011211	0	0
4378245.594056332	444687.5547659506	4	10
4385545.875657765	416989.06498716585	4	10
4378193.494813832	443427.6313299397	4	7
4385532.737863711	417762.8464410951	4	10
4385685.605123507	417159.630598289	4	10
4379388.368712342	441616.40331846784	4	10
4379427.489488191	441414.30087954283	4	10
4378170.833202077	443809.83562960284	4	10
4387036.880496578	412353.10736620525	2	3
4379015.586728423	442802.9259609033	3	5
4378009.36412708	445170.56460014125	4	10
4378576.523122515	444710.785068288	4	10
4387615.949308188	409291.21513858676	4	6
4387827.844098535	408712.3334312738	2	3
4379041.87321489	443046.3033630626	3	5
4378552.604031577	439953.19506104034	4	10
4387048.2807346685	412199.8978506209	4	10
4379204.618537203	443219.3331938846	4	10
4388186.147492902	407840.9047464563	4	10
4385789.486805066	417535.4807782322	4	7
4379547.909633957	442111.8483994803	4	10
4379257.198108536	441590.84172019805	4	10
4386076.906982389	417946.00484826055	2	3
4386148.191584257	419339.5213661614	4	7
4386129.15414484	419514.98175116366	4	8
4379565.261070531	443241.7306372918	4	10
4379709.448321668	444789.8884590532	4	10
4379247.794078232	443522.8659076692	3	5
4378889.760722489	444668.7883471838	4	10
4378790.637166267	444409.5733938841	4	10
4388105.909188865	411790.9652655069	2	3
4387315.953312899	409494.9374896372	4	7
4387219.265687781	410683.952419385	0	0
4386770.263514373	411723.31816350506	2	3
4386750.956559379	412132.19684346416	4	10
4385779.907891766	419782.99548089947	2	3
4385738.093233397	418038.611967904	4	10
4385295.347670856	418313.17918000004	4	10
4385388.661013439	418535.04053189437	4	10
4385015.370068224	416787.58793930843	0	0
4384160.509896352	416388.8303198395	0	0
4384103.456833005	416327.7413762906	0	0
4384967.209751402	418723.22247377556	4	10
4384789.984686222	418712.9310031821	4	10
4383914.312081739	417576.8884701779	4	10
4383680.092938673	418635.8926639534	4	10
4388279.272963966	412203.89877315424	4	7
4388171.973972638	413219.74257239647	4	10
4388033.931167243	412230.6684165763	4	10
4387182.486715199	412357.5486649022	4	10
